INEGI. Censo de Población y Vivienda 2010: Tabulados del Cuestionario Básico;;;;;;;;;;;
Fecha de elaboración: 25/02/2011;;;;;;;;;;;
;;;;;;;;;;;
Viviendas particulares habitadas por municipio, disponibilidad de energía eléctrica y agua;;;;;;;;;;;Vivienda 9
según disponibilidad de drenaje y lugar de desalojo;;;;;;;;;;;
;;;;;;;;;;;
Entidad federativa;Municipio;Energía eléctrica;Disponibilidad de agua;Viviendas particulares habitadas1;Disponen de drenaje;;;;;No tiene drenaje;No especificado
;;;;;Lugar de desalojo;;;;;;
;;;;;Total;Red pública;Fosa séptica;Tubería que va a dar a una barranca o grieta;Tubería que va a dar a un río, lago o mar;;
;;;;;;;;;;;
14 Jalisco;009 El Arenal;No disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;8;7;1;6;0;0;1;0
14 Jalisco;009 El Arenal;No disponen de energía eléctrica;No especificado;3;2;2;0;0;0;0;1
14 Jalisco;009 El Arenal;No especificado;Total;16;4;4;0;0;0;0;12
14 Jalisco;009 El Arenal;No especificado;Agua entubada dentro de la vivienda;2;2;2;0;0;0;0;0
14 Jalisco;009 El Arenal;No especificado;Agua entubada fuera de la vivienda pero dentro del terreno;1;1;1;0;0;0;0;0
14 Jalisco;009 El Arenal;No especificado;Agua entubada de llave pública (o hidrante);1;1;1;0;0;0;0;0
14 Jalisco;009 El Arenal;No especificado;No especificado;12;0;0;0;0;0;0;12
14 Jalisco;037 El Grullo;Total;Total;6.242;6.176;5.870;301;2;3;51;15
14 Jalisco;037 El Grullo;Total;Agua entubada dentro de la vivienda;4.710;4.696;4.634;61;1;0;9;5
14 Jalisco;037 El Grullo;Total;Agua entubada fuera de la vivienda pero dentro del terreno;405;394;220;172;1;1;11;0
14 Jalisco;037 El Grullo;Total;Agua entubada de llave pública (o hidrante);450;445;434;11;0;0;4;1
14 Jalisco;037 El Grullo;Total;Agua entubada que acarrean de otra vivienda;77;55;35;20;0;0;21;1
14 Jalisco;037 El Grullo;Total;Agua de pipa;3;3;2;1;0;0;0;0
14 Jalisco;037 El Grullo;Total;Agua de pozo, río, lago, arroyo u otra;586;577;539;36;0;2;6;3
14 Jalisco;037 El Grullo;Total;No especificado;11;6;6;0;0;0;0;5
14 Jalisco;037 El Grullo;Disponen de energía eléctrica;Total;6.202;6.155;5.855;295;2;3;39;8
14 Jalisco;037 El Grullo;Disponen de energía eléctrica;Agua entubada dentro de la vivienda;4.697;4.684;4.622;61;1;0;9;4
14 Jalisco;037 El Grullo;Disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;400;390;219;169;1;1;10;0
14 Jalisco;037 El Grullo;Disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);448;444;434;10;0;0;3;1
14 Jalisco;037 El Grullo;Disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;65;52;33;19;0;0;12;1
14 Jalisco;037 El Grullo;Disponen de energía eléctrica;Agua de pipa;3;3;2;1;0;0;0;0
14 Jalisco;037 El Grullo;Disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;583;576;539;35;0;2;5;2
14 Jalisco;037 El Grullo;Disponen de energía eléctrica;No especificado;6;6;6;0;0;0;0;0
14 Jalisco;037 El Grullo;No disponen de energía eléctrica;Total;33;18;12;6;0;0;12;3
14 Jalisco;037 El Grullo;No disponen de energía eléctrica;Agua entubada dentro de la vivienda;10;9;9;0;0;0;0;1
14 Jalisco;037 El Grullo;No disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;5;4;1;3;0;0;1;0
14 Jalisco;037 El Grullo;No disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);2;1;0;1;0;0;1;0
14 Jalisco;037 El Grullo;No disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;12;3;2;1;0;0;9;0
14 Jalisco;037 El Grullo;No disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;3;1;0;1;0;0;1;1
14 Jalisco;037 El Grullo;No disponen de energía eléctrica;No especificado;1;0;0;0;0;0;0;1
14 Jalisco;037 El Grullo;No especificado;Total;7;3;3;0;0;0;0;4
14 Jalisco;037 El Grullo;No especificado;Agua entubada dentro de la vivienda;3;3;3;0;0;0;0;0
14 Jalisco;037 El Grullo;No especificado;No especificado;4;0;0;0;0;0;0;4
14 Jalisco;054 El Limón;Total;Total;1.732;1.694;1.566;122;3;3;37;1
14 Jalisco;054 El Limón;Total;Agua entubada dentro de la vivienda;1.578;1.565;1.462;98;2;3;12;1
14 Jalisco;054 El Limón;Total;Agua entubada fuera de la vivienda pero dentro del terreno;96;88;72;15;1;0;8;0
14 Jalisco;054 El Limón;Total;Agua entubada de llave pública (o hidrante);14;9;6;3;0;0;5;0
14 Jalisco;054 El Limón;Total;Agua entubada que acarrean de otra vivienda;19;9;7;2;0;0;10;0
14 Jalisco;054 El Limón;Total;Agua de pipa;2;2;2;0;0;0;0;0
14 Jalisco;054 El Limón;Total;Agua de pozo, río, lago, arroyo u otra;21;19;15;4;0;0;2;0
14 Jalisco;054 El Limón;Total;No especificado;2;2;2;0;0;0;0;0
14 Jalisco;054 El Limón;Disponen de energía eléctrica;Total;1.714;1.686;1.560;120;3;3;27;1
14 Jalisco;054 El Limón;Disponen de energía eléctrica;Agua entubada dentro de la vivienda;1.572;1.561;1.458;98;2;3;10;1
14 Jalisco;054 El Limón;Disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;93;87;72;14;1;0;6;0
14 Jalisco;054 El Limón;Disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);12;9;6;3;0;0;3;0
14 Jalisco;054 El Limón;Disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;14;7;6;1;0;0;7;0
14 Jalisco;054 El Limón;Disponen de energía eléctrica;Agua de pipa;2;2;2;0;0;0;0;0
14 Jalisco;054 El Limón;Disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;19;18;14;4;0;0;1;0
14 Jalisco;054 El Limón;Disponen de energía eléctrica;No especificado;2;2;2;0;0;0;0;0
14 Jalisco;054 El Limón;No disponen de energía eléctrica;Total;18;8;6;2;0;0;10;0
14 Jalisco;054 El Limón;No disponen de energía eléctrica;Agua entubada dentro de la vivienda;6;4;4;0;0;0;2;0
14 Jalisco;054 El Limón;No disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;3;1;0;1;0;0;2;0
14 Jalisco;054 El Limón;No disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);2;0;0;0;0;0;2;0
14 Jalisco;054 El Limón;No disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;5;2;1;1;0;0;3;0
14 Jalisco;054 El Limón;No disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;2;1;1;0;0;0;1;0
14 Jalisco;070 El Salto;Total;Total;32.012;31.235;25.374;5.677;96;88;581;196
14 Jalisco;070 El Salto;Total;Agua entubada dentro de la vivienda;25.662;25.326;22.100;3.102;48;76;283;53
14 Jalisco;070 El Salto;Total;Agua entubada fuera de la vivienda pero dentro del terreno;837;809;451;353;4;1;25;3
14 Jalisco;070 El Salto;Total;Agua entubada de llave pública (o hidrante);2.035;2.020;1.731;288;1;0;14;1
14 Jalisco;070 El Salto;Total;Agua entubada que acarrean de otra vivienda;315;278;136;136;5;1;33;4
14 Jalisco;070 El Salto;Total;Agua de pipa;1.813;1.682;426;1.241;13;2;118;13
14 Jalisco;070 El Salto;Total;Agua de pozo, río, lago, arroyo u otra;1.182;1.072;493;547;25;7;106;4
14 Jalisco;070 El Salto;Total;No especificado;168;48;37;10;0;1;2;118
14 Jalisco;070 El Salto;Disponen de energía eléctrica;Total;31.723;31.073;25.312;5.582;94;85;553;97
14 Jalisco;070 El Salto;Disponen de energía eléctrica;Agua entubada dentro de la vivienda;25.602;25.268;22.060;3.087;47;74;281;53
14 Jalisco;070 El Salto;Disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;833;806;448;353;4;1;24;3
14 Jalisco;070 El Salto;Disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);2.028;2.013;1.728;284;1;0;14;1
14 Jalisco;070 El Salto;Disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;299;265;132;127;5;1;30;4
14 Jalisco;070 El Salto;Disponen de energía eléctrica;Agua de pipa;1.741;1.627;420;1.192;13;2;104;10
14 Jalisco;070 El Salto;Disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;1.147;1.046;487;529;24;6;98;3
14 Jalisco;070 El Salto;Disponen de energía eléctrica;No especificado;73;48;37;10;0;1;2;23
14 Jalisco;070 El Salto;No disponen de energía eléctrica;Total;173;142;45;92;2;3;27;4
14 Jalisco;070 El Salto;No disponen de energía eléctrica;Agua entubada dentro de la vivienda;44;42;26;13;1;2;2;0
14 Jalisco;070 El Salto;No disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;2;2;2;0;0;0;0;0
14 Jalisco;070 El Salto;No disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);5;5;2;3;0;0;0;0
14 Jalisco;070 El Salto;No disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;16;13;4;9;0;0;3;0
14 Jalisco;070 El Salto;No disponen de energía eléctrica;Agua de pipa;72;55;6;49;0;0;14;3
14 Jalisco;070 El Salto;No disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;34;25;5;18;1;1;8;1
14 Jalisco;070 El Salto;No especificado;Total;116;20;17;3;0;0;1;95
14 Jalisco;070 El Salto;No especificado;Agua entubada dentro de la vivienda;16;16;14;2;0;0;0;0
14 Jalisco;070 El Salto;No especificado;Agua entubada fuera de la vivienda pero dentro del terreno;2;1;1;0;0;0;1;0
14 Jalisco;070 El Salto;No especificado;Agua entubada de llave pública (o hidrante);2;2;1;1;0;0;0;0
14 Jalisco;070 El Salto;No especificado;Agua de pozo, río, lago, arroyo u otra;1;1;1;0;0;0;0;0
14 Jalisco;070 El Salto;No especificado;No especificado;95;0;0;0;0;0;0;95
14 Jalisco;035 Encarnación de Díaz;Total;Total;12.483;11.857;10.577;749;264;267;565;61
14 Jalisco;035 Encarnación de Díaz;Total;Agua entubada dentro de la vivienda;11.481;11.186;10.318;468;189;211;273;22
14 Jalisco;035 Encarnación de Díaz;Total;Agua entubada fuera de la vivienda pero dentro del terreno;421;302;158;99;27;18;118;1
14 Jalisco;035 Encarnación de Díaz;Total;Agua entubada de llave pública (o hidrante);25;18;12;5;1;0;5;2
14 Jalisco;035 Encarnación de Díaz;Total;Agua entubada que acarrean de otra vivienda;87;47;23;15;7;2;40;0
14 Jalisco;035 Encarnación de Díaz;Total;Agua de pipa;62;44;3;37;2;2;18;0
14 Jalisco;035 Encarnación de Díaz;Total;Agua de pozo, río, lago, arroyo u otra;358;240;44;125;38;33;108;10
14 Jalisco;035 Encarnación de Díaz;Total;No especificado;49;20;19;0;0;1;3;26
14 Jalisco;035 Encarnación de Díaz;Disponen de energía eléctrica;Total;12.267;11.753;10.516;720;256;261;481;33
14 Jalisco;035 Encarnación de Díaz;Disponen de energía eléctrica;Agua entubada dentro de la vivienda;11.375;11.112;10.271;451;184;206;243;20
14 Jalisco;035 Encarnación de Díaz;Disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;391;291;152;96;25;18;100;0
14 Jalisco;035 Encarnación de Díaz;Disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);23;16;11;4;1;0;5;2
14 Jalisco;035 Encarnación de Díaz;Disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;70;44;21;14;7;2;26;0
14 Jalisco;035 Encarnación de Díaz;Disponen de energía eléctrica;Agua de pipa;59;43;3;36;2;2;16;0
14 Jalisco;035 Encarnación de Díaz;Disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;328;230;42;119;37;32;89;9
14 Jalisco;035 Encarnación de Díaz;Disponen de energía eléctrica;No especificado;21;17;16;0;0;1;2;2
14 Jalisco;035 Encarnación de Díaz;No disponen de energía eléctrica;Total;186;99;56;29;8;6;83;4
14 Jalisco;035 Encarnación de Díaz;No disponen de energía eléctrica;Agua entubada dentro de la vivienda;101;70;43;17;5;5;29;2
14 Jalisco;035 Encarnación de Díaz;No disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;30;11;6;3;2;0;18;1
14 Jalisco;035 Encarnación de Díaz;No disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);2;2;1;1;0;0;0;0
14 Jalisco;035 Encarnación de Díaz;No disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;17;3;2;1;0;0;14;0
14 Jalisco;035 Encarnación de Díaz;No disponen de energía eléctrica;Agua de pipa;3;1;0;1;0;0;2;0
14 Jalisco;035 Encarnación de Díaz;No disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;29;9;1;6;1;1;19;1
14 Jalisco;035 Encarnación de Díaz;No disponen de energía eléctrica;No especificado;4;3;3;0;0;0;1;0
14 Jalisco;035 Encarnación de Díaz;No especificado;Total;30;5;5;0;0;0;1;24
14 Jalisco;035 Encarnación de Díaz;No especificado;Agua entubada dentro de la vivienda;5;4;4;0;0;0;1;0
14 Jalisco;035 Encarnación de Díaz;No especificado;Agua de pozo, río, lago, arroyo u otra;1;1;1;0;0;0;0;0
14 Jalisco;035 Encarnación de Díaz;No especificado;No especificado;24;0;0;0;0;0;0;24
14 Jalisco;036 Etzatlán;Total;Total;4.682;4.576;4.341;213;13;9;75;31
14 Jalisco;036 Etzatlán;Total;Agua entubada dentro de la vivienda;4.115;4.075;3.936;127;6;6;22;18
14 Jalisco;036 Etzatlán;Total;Agua entubada fuera de la vivienda pero dentro del terreno;456;431;364;59;6;2;24;1
14 Jalisco;036 Etzatlán;Total;Agua entubada de llave pública (o hidrante);14;9;4;5;0;0;5;0
14 Jalisco;036 Etzatlán;Total;Agua entubada que acarrean de otra vivienda;36;21;20;1;0;0;15;0
14 Jalisco;036 Etzatlán;Total;Agua de pipa;1;1;1;0;0;0;0;0
14 Jalisco;036 Etzatlán;Total;Agua de pozo, río, lago, arroyo u otra;43;36;13;21;1;1;7;0
14 Jalisco;036 Etzatlán;Total;No especificado;17;3;3;0;0;0;2;12
14 Jalisco;036 Etzatlán;Disponen de energía eléctrica;Total;4.641;4.554;4.325;209;11;9;65;22
14 Jalisco;036 Etzatlán;Disponen de energía eléctrica;Agua entubada dentro de la vivienda;4.102;4.063;3.926;125;6;6;21;18
14 Jalisco;036 Etzatlán;Disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;448;426;361;58;5;2;21;1
14 Jalisco;036 Etzatlán;Disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);14;9;4;5;0;0;5;0
14 Jalisco;036 Etzatlán;Disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;31;19;18;1;0;0;12;0
14 Jalisco;036 Etzatlán;Disponen de energía eléctrica;Agua de pipa;1;1;1;0;0;0;0;0
14 Jalisco;036 Etzatlán;Disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;38;33;12;20;0;1;5;0
14 Jalisco;036 Etzatlán;Disponen de energía eléctrica;No especificado;7;3;3;0;0;0;1;3
14 Jalisco;036 Etzatlán;No disponen de energía eléctrica;Total;31;21;15;4;2;0;10;0
14 Jalisco;036 Etzatlán;No disponen de energía eléctrica;Agua entubada dentro de la vivienda;13;12;10;2;0;0;1;0
14 Jalisco;036 Etzatlán;No disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;8;5;3;1;1;0;3;0
14 Jalisco;036 Etzatlán;No disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;5;2;2;0;0;0;3;0
14 Jalisco;036 Etzatlán;No disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;4;2;0;1;1;0;2;0
14 Jalisco;036 Etzatlán;No disponen de energía eléctrica;No especificado;1;0;0;0;0;0;1;0
14 Jalisco;036 Etzatlán;No especificado;Total;10;1;1;0;0;0;0;9
14 Jalisco;036 Etzatlán;No especificado;Agua de pozo, río, lago, arroyo u otra;1;1;1;0;0;0;0;0
14 Jalisco;036 Etzatlán;No especificado;No especificado;9;0;0;0;0;0;0;9
14 Jalisco;079 Gómez Farías;Total;Total;3.215;3.116;2.803;243;26;44;75;24
14 Jalisco;079 Gómez Farías;Total;Agua entubada dentro de la vivienda;2.676;2.647;2.534;93;9;11;23;6
14 Jalisco;079 Gómez Farías;Total;Agua entubada fuera de la vivienda pero dentro del terreno;357;335;195;96;14;30;22;0
14 Jalisco;079 Gómez Farías;Total;Agua entubada de llave pública (o hidrante);29;22;19;3;0;0;7;0
14 Jalisco;079 Gómez Farías;Total;Agua entubada que acarrean de otra vivienda;45;35;21;13;1;0;9;1
14 Jalisco;079 Gómez Farías;Total;Agua de pipa;6;4;1;3;0;0;2;0
14 Jalisco;079 Gómez Farías;Total;Agua de pozo, río, lago, arroyo u otra;79;68;29;34;2;3;11;0
14 Jalisco;079 Gómez Farías;Total;No especificado;23;5;4;1;0;0;1;17
14 Jalisco;079 Gómez Farías;Disponen de energía eléctrica;Total;3.159;3.086;2.788;230;26;42;64;9
14 Jalisco;079 Gómez Farías;Disponen de energía eléctrica;Agua entubada dentro de la vivienda;2.661;2.636;2.525;91;9;11;19;6
14 Jalisco;079 Gómez Farías;Disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;346;325;192;89;14;30;21;0
14 Jalisco;079 Gómez Farías;Disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);28;22;19;3;0;0;6;0
14 Jalisco;079 Gómez Farías;Disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;37;31;18;12;1;0;5;1
14 Jalisco;079 Gómez Farías;Disponen de energía eléctrica;Agua de pipa;5;3;1;2;0;0;2;0
14 Jalisco;079 Gómez Farías;Disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;75;64;29;32;2;1;11;0
14 Jalisco;079 Gómez Farías;Disponen de energía eléctrica;No especificado;7;5;4;1;0;0;0;2
14 Jalisco;079 Gómez Farías;No disponen de energía eléctrica;Total;39;28;13;13;0;2;11;0
14 Jalisco;079 Gómez Farías;No disponen de energía eléctrica;Agua entubada dentro de la vivienda;13;9;7;2;0;0;4;0
14 Jalisco;079 Gómez Farías;No disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;11;10;3;7;0;0;1;0
14 Jalisco;079 Gómez Farías;No disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);1;0;0;0;0;0;1;0
14 Jalisco;079 Gómez Farías;No disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;8;4;3;1;0;0;4;0
14 Jalisco;079 Gómez Farías;No disponen de energía eléctrica;Agua de pipa;1;1;0;1;0;0;0;0
14 Jalisco;079 Gómez Farías;No disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;4;4;0;2;0;2;0;0
14 Jalisco;079 Gómez Farías;No disponen de energía eléctrica;No especificado;1;0;0;0;0;0;1;0
14 Jalisco;079 Gómez Farías;No especificado;Total;17;2;2;0;0;0;0;15
14 Jalisco;079 Gómez Farías;No especificado;Agua entubada dentro de la vivienda;2;2;2;0;0;0;0;0
14 Jalisco;079 Gómez Farías;No especificado;No especificado;15;0;0;0;0;0;0;15
14 Jalisco;038 Guachinango;Total;Total;1.215;1.068;801;229;29;9;140;7
14 Jalisco;038 Guachinango;Total;Agua entubada dentro de la vivienda;795;761;627;116;11;7;33;1
14 Jalisco;038 Guachinango;Total;Agua entubada fuera de la vivienda pero dentro del terreno;246;199;136;52;9;2;45;2
14 Jalisco;038 Guachinango;Total;Agua entubada de llave pública (o hidrante);8;7;3;4;0;0;1;0
14 Jalisco;038 Guachinango;Total;Agua entubada que acarrean de otra vivienda;15;9;3;4;2;0;6;0
14 Jalisco;038 Guachinango;Total;Agua de pozo, río, lago, arroyo u otra;149;90;30;53;7;0;55;4
14 Jalisco;038 Guachinango;Total;No especificado;2;2;2;0;0;0;0;0
14 Jalisco;038 Guachinango;Disponen de energía eléctrica;Total;1.158;1.045;792;221;23;9;108;5
14 Jalisco;038 Guachinango;Disponen de energía eléctrica;Agua entubada dentro de la vivienda;789;757;624;115;11;7;31;1
14 Jalisco;038 Guachinango;Disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;234;194;133;52;7;2;39;1
14 Jalisco;038 Guachinango;Disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);8;7;3;4;0;0;1;0
14 Jalisco;038 Guachinango;Disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;10;7;3;3;1;0;3;0
14 Jalisco;038 Guachinango;Disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;115;78;27;47;4;0;34;3
14 Jalisco;038 Guachinango;Disponen de energía eléctrica;No especificado;2;2;2;0;0;0;0;0
14 Jalisco;038 Guachinango;No disponen de energía eléctrica;Total;57;23;9;8;6;0;32;2
14 Jalisco;038 Guachinango;No disponen de energía eléctrica;Agua entubada dentro de la vivienda;6;4;3;1;0;0;2;0
14 Jalisco;038 Guachinango;No disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;12;5;3;0;2;0;6;1
14 Jalisco;038 Guachinango;No disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;5;2;0;1;1;0;3;0
14 Jalisco;038 Guachinango;No disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;34;12;3;6;3;0;21;1
14 Jalisco;039 Guadalajara;Total;Total;370.453;368.281;367.717;223;247;94;246;1.926
14 Jalisco;039 Guadalajara;Total;Agua entubada dentro de la vivienda;365.416;364.608;364.168;156;208;76;111;697
14 Jalisco;039 Guadalajara;Total;Agua entubada fuera de la vivienda pero dentro del terreno;1.469;1.424;1.377;25;19;3;33;12
14 Jalisco;039 Guadalajara;Total;Agua entubada de llave pública (o hidrante);1.273;1.266;1.254;6;3;3;7;0
14 Jalisco;039 Guadalajara;Total;Agua entubada que acarrean de otra vivienda;273;206;182;13;5;6;62;5
14 Jalisco;039 Guadalajara;Total;Agua de pipa;76;73;58;11;4;0;3;0
14 Jalisco;039 Guadalajara;Total;Agua de pozo, río, lago, arroyo u otra;232;207;185;9;7;6;23;2
14 Jalisco;039 Guadalajara;Total;No especificado;1.714;497;493;3;1;0;7;1.210
14 Jalisco;039 Guadalajara;Disponen de energía eléctrica;Total;369.473;367.924;367.367;217;246;94;227;1.322
